da_desc;Da;;;;;;;;;;;;;
ajuvk;Ajuvk;;;;;;;;;;;;;
ajuvk_adj;Ajuvk;;;;;;;;;;;;;
ajuvk_desc;Ajuvk;;;;;;;;;;;;;
raisula;Raisula;;;;;;;;;;;;;
raisula_adj;Raisula;;;;;;;;;;;;;
raisula_desc;Raisula;;;;;;;;;;;;;
tigose;Tigose;;;;;;;;;;;;;
tigose_adj;Tigose;;;;;;;;;;;;;
tigose_desc;Tigose;;;;;;;;;;;;;
karnas;Karnas;;;;;;;;;;;;;
karnas_adj;Karnas;;;;;;;;;;;;;
karnas_desc;Karnas;;;;;;;;;;;;;
tigaira;Tigaira;;;;;;;;;;;;;
tigaira_adj;Tigaira;;;;;;;;;;;;;
tigaira_desc;Tigaira;;;;;;;;;;;;;
akitk;Akitk;;;;;;;;;;;;;
akitk_adj;Akitk;;;;;;;;;;;;;
akitk_desc;Akitk;;;;;;;;;;;;;
dedk;Dedk;;;;;;;;;;;;;
dedk_adj;Dedk;;;;;;;;;;;;;
dedk_desc;Dedk;;;;;;;;;;;;;
kaisk;Kaisk;;;;;;;;;;;;;
kaisk_adj;Kaisk;;;;;;;;;;;;;
kaisk_desc;Kaisk;;;;;;;;;;;;;
qotk;Qotk;;;;;;;;;;;;;
qotk_adj;Qotk;;;;;;;;;;;;;
qotk_desc;Qotk;;;;;;;;;;;;;
qamk;Qamk;;;;;;;;;;;;;
qamk_adj;Qamk;;;;;;;;;;;;;
qamk_desc;Qamk;;;;;;;;;;;;;
terk;Terk;;;;;;;;;;;;;
terk_adj;Terk;;;;;;;;;;;;;
terk_desc;Terk;;;;;;;;;;;;;
kal;Kal;;;;;;;;;;;;;
kal_adj;Kal;;;;;;;;;;;;;
kal_desc;Kal;;;;;;;;;;;;;
kar;Kar;;;;;;;;;;;;;
kar_adj;Kar;;;;;;;;;;;;;
kar_desc;Kar;;;;;;;;;;;;;
wiek;Wiek;;;;;;;;;;;;;
wiek_adj;Wiek;;;;;;;;;;;;;
wiek_desc;Wiek;;;;;;;;;;;;;
wie;Wie;;;;;;;;;;;;;
wie_adj;Wie;;;;;;;;;;;;;
wie_desc;Wie;;;;;;;;;;;;;
ledk;Ledk;;;;;;;;;;;;;
ledk_adj;Ledk;;;;;;;;;;;;;
ledk_desc;Ledk;;;;;;;;;;;;;
dotk;Dotk;;;;;;;;;;;;;
dotk_adj;Dotk;;;;;;;;;;;;;
dotk_desc;Dotk;;;;;;;;;;;;;
lotk;Lotk;;;;;;;;;;;;;
lotk_adj;Lotk;;;;;;;;;;;;;
lotk_desc;Lotk;;;;;;;;;;;;;
sanra;Sanra;;;;;;;;;;;;;
sanra_adj;Sanra;;;;;;;;;;;;;
sanra_desc;Sanra;;;;;;;;;;;;;
bank;Bank;;;;;;;;;;;;;
bank_adj;Bank;;;;;;;;;;;;;
bank_desc;Bank;;;;;;;;;;;;;
talupta;Talupta;;;;;;;;;;;;;
talupta_adj;Talupta;;;;;;;;;;;;;
talupta_desc;Talupta;;;;;;;;;;;;;
reudauq;Reudaçuq;;;;;;;;;;;;;
reudauq_adj;Reudaçuq;;;;;;;;;;;;;
reudauq_desc;Reudaçuq;;;;;;;;;;;;;
c_reudauq;Reudaçuq;;;;;;;;;;;;;
c_reudauq_adj;Reudaçuq;;;;;;;;;;;;;
c_reudauq_desc;Reudaçuq;;;;;;;;;;;;;
PROV872;Reudaçuq;;;;;;;;;;;;;
PROV872_adj;Reudaçuq;;;;;;;;;;;;;
PROV872_desc;Reudaçuq;;;;;;;;;;;;;
anonauq;Anonaçuq;;;;;;;;;;;;;
anonauq_adj;Anonaçuq;;;;;;;;;;;;;
anonauq_desc;Anonaçuq;;;;;;;;;;;;;
c_anonauq;Anonaçuq;;;;;;;;;;;;;
c_anonauq_adj;Anonaçuq;;;;;;;;;;;;;
c_anonauq_desc;Anonaçuq;;;;;;;;;;;;;
PROV1295;Anonaçuq;;;;;;;;;;;;;
PROV1295_adj;Anonaçuq;;;;;;;;;;;;;
PROV1295_desc;Anonaçuq;;;;;;;;;;;;;
emalupta;Emalupta;;;;;;;;;;;;;
emalupta_adj;Emalupta;;;;;;;;;;;;;
emalupta_desc;Emalupta;;;;;;;;;;;;;
c_emalupta;Emalupta;;;;;;;;;;;;;
c_emalupta_adj;Emalupta;;;;;;;;;;;;;
c_emalupta_desc;Emalupta;;;;;;;;;;;;;
PROV1296;Emalupta;;;;;;;;;;;;;
PROV1296_adj;Emalupta;;;;;;;;;;;;;
PROV1296_desc;Emalupta;;;;;;;;;;;;;
luyara;Luyañra;;;;;;;;;;;;;
luyara_adj;Luyañra;;;;;;;;;;;;;
luyara_desc;Luyañra;;;;;;;;;;;;;
c_luyara;Luyañra;;;;;;;;;;;;;
c_luyara_adj;Luyañra;;;;;;;;;;;;;
c_luyara_desc;Luyañra;;;;;;;;;;;;;
PROV1297;Luyañra;;;;;;;;;;;;;
PROV1297_adj;Luyañra;;;;;;;;;;;;;
PROV1297_desc;Luyañra;;;;;;;;;;;;;
niyava;Niyava;;;;;;;;;;;;;
niyava_adj;Niyava;;;;;;;;;;;;;
niyava_desc;Niyava;;;;;;;;;;;;;
c_niyava;Niyava;;;;;;;;;;;;;
c_niyava_adj;Niyava;;;;;;;;;;;;;
c_niyava_desc;Niyava;;;;;;;;;;;;;
PROV1298;Niyava;;;;;;;;;;;;;
PROV1298_adj;Niyava;;;;;;;;;;;;;
PROV1298_desc;Niyava;;;;;;;;;;;;;
ronavya;Ronavya;;;;;;;;;;;;;
ronavya_adj;Ronavya;;;;;;;;;;;;;
ronavya_desc;Ronavya;;;;;;;;;;;;;
c_ronavya;Ronavya;;;;;;;;;;;;;
c_ronavya_adj;Ronavya;;;;;;;;;;;;;
c_ronavya_desc;Ronavya;;;;;;;;;;;;;
PROV1299;Ronavya;;;;;;;;;;;;;
PROV1299_adj;Ronavya;;;;;;;;;;;;;
PROV1299_desc;Ronavya;;;;;;;;;;;;;
wiyataw;Wiyataw;;;;;;;;;;;;;
wiyataw_adj;Wiyataw;;;;;;;;;;;;;
wiyataw_desc;Wiyataw;;;;;;;;;;;;;
c_wiyataw;Wiyataw;;;;;;;;;;;;;
c_wiyataw_adj;Wiyataw;;;;;;;;;;;;;
c_wiyataw_desc;Wiyataw;;;;;;;;;;;;;
PROV1300;Wiyataw;;;;;;;;;;;;;
PROV1300_adj;Wiyataw;;;;;;;;;;;;;
PROV1300_desc;Wiyataw;;;;;;;;;;;;;
nekouz;Nekoñuz;;;;;;;;;;;;;
nekouz_adj;Nekoñuz;;;;;;;;;;;;;
nekouz_desc;Nekoñuz;;;;;;;;;;;;;
c_nekouz;Nekoñuz;;;;;;;;;;;;;
c_nekouz_adj;Nekoñuz;;;;;;;;;;;;;
c_nekouz_desc;Nekoñuz;;;;;;;;;;;;;
PROV1301;Nekoñuz;;;;;;;;;;;;;
PROV1301_adj;Nekoñuz;;;;;;;;;;;;;
PROV1301_desc;Nekoñuz;;;;;;;;;;;;;
natanu;Natançu;;;;;;;;;;;;;
natanu_adj;Natançu;;;;;;;;;;;;;
natanu_desc;Natançu;;;;;;;;;;;;;
c_natanu;Natançu;;;;;;;;;;;;;
c_natanu_adj;Natançu;;;;;;;;;;;;;
c_natanu_desc;Natançu;;;;;;;;;;;;;
PROV1302;Natançu;;;;;;;;;;;;;
PROV1302_adj;Natançu;;;;;;;;;;;;;
PROV1302_desc;Natançu;;;;;;;;;;;;;
nataw;Nataw;;;;;;;;;;;;;
nataw_adj;Nataw;;;;;;;;;;;;;
nataw_desc;Nataw;;;;;;;;;;;;;
c_nataw;Nataw;;;;;;;;;;;;;
c_nataw_adj;Nataw;;;;;;;;;;;;;
c_nataw_desc;Nataw;;;;;;;;;;;;;
PROV1303;Nataw;;;;;;;;;;;;;
PROV1303_adj;Nataw;;;;;;;;;;;;;
PROV1303_desc;Nataw;;;;;;;;;;;;;
nupta;Nupta;;;;;;;;;;;;;
nupta_adj;Nupta;;;;;;;;;;;;;
nupta_desc;Nupta;;;;;;;;;;;;;
c_nupta;Nupta;;;;;;;;;;;;;
c_nupta_adj;Nupta;;;;;;;;;;;;;
c_nupta_desc;Nupta;;;;;;;;;;;;;
PROV1304;Nupta;;;;;;;;;;;;;
PROV1304_adj;Nupta;;;;;;;;;;;;;
PROV1304_desc;Nupta;;;;;;;;;;;;;
qicuqa;Qicuqa;;;;;;;;;;;;;
qicuqa_adj;Qicuqa;;;;;;;;;;;;;
qicuqa_desc;Qicuqa;;;;;;;;;;;;;
c_qicuqa;Qicuqa;;;;;;;;;;;;;
c_qicuqa_adj;Qicuqa;;;;;;;;;;;;;
c_qicuqa_desc;Qicuqa;;;;;;;;;;;;;
PROV1305;Qicuqa;;;;;;;;;;;;;
PROV1305_adj;Qicuqa;;;;;;;;;;;;;
PROV1305_desc;Qicuqa;;;;;;;;;;;;;
talasan;Talasan;;;;;;;;;;;;;
talasan_adj;Talasan;;;;;;;;;;;;;
talasan_desc;Talasan;;;;;;;;;;;;;
c_talasan;Talasan;;;;;;;;;;;;;
c_talasan_adj;Talasan;;;;;;;;;;;;;
c_talasan_desc;Talasan;;;;;;;;;;;;;
PROV1306;Talasan;;;;;;;;;;;;;
PROV1306_adj;Talasan;;;;;;;;;;;;;
PROV1306_desc;Talasan;;;;;;;;;;;;;
waluqa;Waluqa;;;;;;;;;;;;;
waluqa_adj;Waluqa;;;;;;;;;;;;;
waluqa_desc;Waluqa;;;;;;;;;;;;;
c_waluqa;Waluqa;;;;;;;;;;;;;
c_waluqa_adj;Waluqa;;;;;;;;;;;;;
c_waluqa_desc;Waluqa;;;;;;;;;;;;;
PROV1307;Waluqa;;;;;;;;;;;;;
PROV1307_adj;Waluqa;;;;;;;;;;;;;
PROV1307_desc;Waluqa;;;;;;;;;;;;;
licevi;Licevi;;;;;;;;;;;;;
licevi_adj;Licevi;;;;;;;;;;;;;
licevi_desc;Licevi;;;;;;;;;;;;;
c_licevi;Licevi;;;;;;;;;;;;;
c_licevi_adj;Licevi;;;;;;;;;;;;;
c_licevi_desc;Licevi;;;;;;;;;;;;;
PROV1308;Licevi;;;;;;;;;;;;;
PROV1308_adj;Licevi;;;;;;;;;;;;;
PROV1308_desc;Licevi;;;;;;;;;;;;;
satataw;Satataw;;;;;;;;;;;;;
satataw_adj;Satataw;;;;;;;;;;;;;
satataw_desc;Satataw;;;;;;;;;;;;;
c_satataw;Satataw;;;;;;;;;;;;;
c_satataw_adj;Satataw;;;;;;;;;;;;;
c_satataw_desc;Satataw;;;;;;;;;;;;;
PROV1309;Satataw;;;;;;;;;;;;;
PROV1309_adj;Satataw;;;;;;;;;;;;;
PROV1309_desc;Satataw;;;;;;;;;;;;;
amalasan;Amalasan;;;;;;;;;;;;;
amalasan_adj;Amalasan;;;;;;;;;;;;;
amalasan_desc;Amalasan;;;;;;;;;;;;;
c_amalasan;Amalasan;;;;;;;;;;;;;
c_amalasan_adj;Amalasan;;;;;;;;;;;;;
c_amalasan_desc;Amalasan;;;;;;;;;;;;;
PROV1310;Amalasan;;;;;;;;;;;;;
PROV1310_adj;Amalasan;;;;;;;;;;;;;
PROV1310_desc;Amalasan;;;;;;;;;;;;;
emaluqa;Emaluqa;;;;;;;;;;;;;
emaluqa_adj;Emaluqa;;;;;;;;;;;;;
emaluqa_desc;Emaluqa;;;;;;;;;;;;;
c_emaluqa;Emaluqa;;;;;;;;;;;;;
c_emaluqa_adj;Emaluqa;;;;;;;;;;;;;
c_emaluqa_desc;Emaluqa;;;;;;;;;;;;;
PROV1311;Emaluqa;;;;;;;;;;;;;
PROV1311_adj;Emaluqa;;;;;;;;;;;;;
PROV1311_desc;Emaluqa;;;;;;;;;;;;;
suyataw;Suyataw;;;;;;;;;;;;;
suyataw_adj;Suyataw;;;;;;;;;;;;;
suyataw_desc;Suyataw;;;;;;;;;;;;;
c_suyataw;Suyataw;;;;;;;;;;;;;
c_suyataw_adj;Suyataw;;;;;;;;;;;;;
c_suyataw_desc;Suyataw;;;;;;;;;;;;;
PROV1312;Suyataw;;;;;;;;;;;;;
PROV1312_adj;Suyataw;;;;;;;;;;;;;
PROV1312_desc;Suyataw;;;;;;;;;;;;;
qauq;Qaçuq;;;;;;;;;;;;;
qauq_adj;Qaçuq;;;;;;;;;;;;;
qauq_desc;Qaçuq;;;;;;;;;;;;;
c_qauq;Qaçuq;;;;;;;;;;;;;
c_qauq_adj;Qaçuq;;;;;;;;;;;;;
c_qauq_desc;Qaçuq;;;;;;;;;;;;;
PROV1313;Qaçuq;;;;;;;;;;;;;
PROV1313_adj;Qaçuq;;;;;;;;;;;;;
PROV1313_desc;Qaçuq;;;;;;;;;;;;;
rutupta;Rutupta;;;;;;;;;;;;;
rutupta_adj;Rutupta;;;;;;;;;;;;;
rutupta_desc;Rutupta;;;;;;;;;;;;;
c_rutupta;Rutupta;;;;;;;;;;;;;
c_rutupta_adj;Rutupta;;;;;;;;;;;;;
c_rutupta_desc;Rutupta;;;;;;;;;;;;;
PROV1314;Rutupta;;;;;;;;;;;;;
PROV1314_adj;Rutupta;;;;;;;;;;;;;
PROV1314_desc;Rutupta;;;;;;;;;;;;;
kutasan;Kutasan;;;;;;;;;;;;;
kutasan_adj;Kutasan;;;;;;;;;;;;;
kutasan_desc;Kutasan;;;;;;;;;;;;;
c_kutasan;Kutasan;;;;;;;;;;;;;
c_kutasan_adj;Kutasan;;;;;;;;;;;;;
c_kutasan_desc;Kutasan;;;;;;;;;;;;;
PROV1315;Kutasan;;;;;;;;;;;;;
PROV1315_adj;Kutasan;;;;;;;;;;;;;
PROV1315_desc;Kutasan;;;;;;;;;;;;;
rictaw;Rictaw;;;;;;;;;;;;;
rictaw_adj;Rictaw;;;;;;;;;;;;;
rictaw_desc;Rictaw;;;;;;;;;;;;;
c_rictaw;Rictaw;;;;;;;;;;;;;
c_rictaw_adj;Rictaw;;;;;;;;;;;;;
c_rictaw_desc;Rictaw;;;;;;;;;;;;;
PROV1316;Rictaw;;;;;;;;;;;;;
PROV1316_adj;Rictaw;;;;;;;;;;;;;
PROV1316_desc;Rictaw;;;;;;;;;;;;;
wicauq;Wicaçuq;;;;;;;;;;;;;
wicauq_adj;Wicaçuq;;;;;;;;;;;;;
wicauq_desc;Wicaçuq;;;;;;;;;;;;;
c_wicauq;Wicaçuq;;;;;;;;;;;;;
c_wicauq_adj;Wicaçuq;;;;;;;;;;;;;
c_wicauq_desc;Wicaçuq;;;;;;;;;;;;;
PROV1317;Wicaçuq;;;;;;;;;;;;;
PROV1317_adj;Wicaçuq;;;;;;;;;;;;;
PROV1317_desc;Wicaçuq;;;;;;;;;;;;;
napataw;Napataw;;;;;;;;;;;;;
napataw_adj;Napataw;;;;;;;;;;;;;
napataw_desc;Napataw;;;;;;;;;;;;;
c_napataw;Napataw;;;;;;;;;;;;;
c_napataw_adj;Napataw;;;;;;;;;;;;;
c_napataw_desc;Napataw;;;;;;;;;;;;;
PROV1318;Napataw;;;;;;;;;;;;;
PROV1318_adj;Napataw;;;;;;;;;;;;;
PROV1318_desc;Napataw;;;;;;;;;;;;;
anonavya;Anonavya;;;;;;;;;;;;;
anonavya_adj;Anonavya;;;;;;;;;;;;;
anonavya_desc;Anonavya;;;;;;;;;;;;;
c_anonavya;Anonavya;;;;;;;;;;;;;
c_anonavya_adj;Anonavya;;;;;;;;;;;;;
c_anonavya_desc;Anonavya;;;;;;;;;;;;;
PROV1319;Anonavya;;;;;;;;;;;;;
PROV1319_adj;Anonavya;;;;;;;;;;;;;
PROV1319_desc;Anonavya;;;;;;;;;;;;;
lapupta;Lapupta;;;;;;;;;;;;;
lapupta_adj;Lapupta;;;;;;;;;;;;;
lapupta_desc;Lapupta;;;;;;;;;;;;;
c_lapupta;Lapupta;;;;;;;;;;;;;
c_lapupta_adj;Lapupta;;;;;;;;;;;;;
c_lapupta_desc;Lapupta;;;;;;;;;;;;;
PROV1320;Lapupta;;;;;;;;;;;;;
PROV1320_adj;Lapupta;;;;;;;;;;;;;
PROV1320_desc;Lapupta;;;;;;;;;;;;;
ricavya;Ricavya;;;;;;;;;;;;;
ricavya_adj;Ricavya;;;;;;;;;;;;;
ricavya_desc;Ricavya;;;;;;;;;;;;;
c_ricavya;Ricavya;;;;;;;;;;;;;
c_ricavya_adj;Ricavya;;;;;;;;;;;;;
c_ricavya_desc;Ricavya;;;;;;;;;;;;;
PROV1321;Ricavya;;;;;;;;;;;;;
PROV1321_adj;Ricavya;;;;;;;;;;;;;
PROV1321_desc;Ricavya;;;;;;;;;;;;;
lapuqa;Lapuqa;;;;;;;;;;;;;
lapuqa_adj;Lapuqa;;;;;;;;;;;;;
lapuqa_desc;Lapuqa;;;;;;;;;;;;;
c_lapuqa;Lapuqa;;;;;;;;;;;;;
c_lapuqa_adj;Lapuqa;;;;;;;;;;;;;
c_lapuqa_desc;Lapuqa;;;;;;;;;;;;;
PROV1322;Lapuqa;;;;;;;;;;;;;
PROV1322_adj;Lapuqa;;;;;;;;;;;;;
PROV1322_desc;Lapuqa;;;;;;;;;;;;;
achicsan;Achicsan;;;;;;;;;;;;;
achicsan_adj;Achicsan;;;;;;;;;;;;;
achicsan_desc;Achicsan;;;;;;;;;;;;;
c_achicsan;Achicsan;;;;;;;;;;;;;
c_achicsan_adj;Achicsan;;;;;;;;;;;;;
c_achicsan_desc;Achicsan;;;;;;;;;;;;;
PROV1323;Achicsan;;;;;;;;;;;;;
PROV1323_adj;Achicsan;;;;;;;;;;;;;
PROV1323_desc;Achicsan;;;;;;;;;;;;;
ruyauz;Ruyañuz;;;;;;;;;;;;;
ruyauz_adj;Ruyañuz;;;;;;;;;;;;;
ruyauz_desc;Ruyañuz;;;;;;;;;;;;;
c_ruyauz;Ruyañuz;;;;;;;;;;;;;
c_ruyauz_adj;Ruyañuz;;;;;;;;;;;;;
c_ruyauz_desc;Ruyañuz;;;;;;;;;;;;;
PROV1324;Ruyañuz;;;;;;;;;;;;;
PROV1324_adj;Ruyañuz;;;;;;;;;;;;;
PROV1324_desc;Ruyañuz;;;;;;;;;;;;;
ruqa;Ruqa;;;;;;;;;;;;;
ruqa_adj;Ruqa;;;;;;;;;;;;;
ruqa_desc;Ruqa;;;;;;;;;;;;;
c_ruqa;Ruqa;;;;;;;;;;;;;
c_ruqa_adj;Ruqa;;;;;;;;;;;;;
c_ruqa_desc;Ruqa;;;;;;;;;;;;;
PROV1325;Ruqa;;;;;;;;;;;;;
PROV1325_adj;Ruqa;;;;;;;;;;;;;
PROV1325_desc;Ruqa;;;;;;;;;;;;;
qicora;Qicoñra;;;;;;;;;;;;;
qicora_adj;Qicoñra;;;;;;;;;;;;;
qicora_desc;Qicoñra;;;;;;;;;;;;;
c_qicora;Qicoñra;;;;;;;;;;;;;
c_qicora_adj;Qicoñra;;;;;;;;;;;;;
c_qicora_desc;Qicoñra;;;;;;;;;;;;;
PROV1326;Qicoñra;;;;;;;;;;;;;
PROV1326_adj;Qicoñra;;;;;;;;;;;;;
PROV1326_desc;Qicoñra;;;;;;;;;;;;;
wonauq;Wonaçuq;;;;;;;;;;;;;
wonauq_adj;Wonaçuq;;;;;;;;;;;;;
wonauq_desc;Wonaçuq;;;;;;;;;;;;;
c_wonauq;Wonaçuq;;;;;;;;;;;;;
c_wonauq_adj;Wonaçuq;;;;;;;;;;;;;
c_wonauq_desc;Wonaçuq;;;;;;;;;;;;;
PROV1327;Wonaçuq;;;;;;;;;;;;;
PROV1327_adj;Wonaçuq;;;;;;;;;;;;;
PROV1327_desc;Wonaçuq;;;;;;;;;;;;;
enyaytaw;Enyaytaw;;;;;;;;;;;;;
enyaytaw_adj;Enyaytaw;;;;;;;;;;;;;
enyaytaw_desc;Enyaytaw;;;;;;;;;;;;;
c_enyaytaw;Enyaytaw;;;;;;;;;;;;;
c_enyaytaw_adj;Enyaytaw;;;;;;;;;;;;;
c_enyaytaw_desc;Enyaytaw;;;;;;;;;;;;;
PROV1328;Enyaytaw;;;;;;;;;;;;;
PROV1328_adj;Enyaytaw;;;;;;;;;;;;;
PROV1328_desc;Enyaytaw;;;;;;;;;;;;;
anyayva;Anyayva;;;;;;;;;;;;;
anyayva_adj;Anyayva;;;;;;;;;;;;;
anyayva_desc;Anyayva;;;;;;;;;;;;;
c_anyayva;Anyayva;;;;;;;;;;;;;
c_anyayva_adj;Anyayva;;;;;;;;;;;;;
c_anyayva_desc;Anyayva;;;;;;;;;;;;;
PROV1329;Anyayva;;;;;;;;;;;;;
PROV1329_adj;Anyayva;;;;;;;;;;;;;
PROV1329_desc;Anyayva;;;;;;;;;;;;;
dikauq;Dikaçuq;;;;;;;;;;;;;
dikauq_adj;Dikaçuq;;;;;;;;;;;;;
dikauq_desc;Dikaçuq;;;;;;;;;;;;;
c_dikauq;Dikaçuq;;;;;;;;;;;;;
c_dikauq_adj;Dikaçuq;;;;;;;;;;;;;
c_dikauq_desc;Dikaçuq;;;;;;;;;;;;;
PROV1330;Dikaçuq;;;;;;;;;;;;;
PROV1330_adj;Dikaçuq;;;;;;;;;;;;;
PROV1330_desc;Dikaçuq;;;;;;;;;;;;;
qavati;Qavati;;;;;;;;;;;;;
qavati_adj;Qavati;;;;;;;;;;;;;
qavati_desc;Qavati;;;;;;;;;;;;;
c_qavati;Qavati;;;;;;;;;;;;;
c_qavati_adj;Qavati;;;;;;;;;;;;;
c_qavati_desc;Qavati;;;;;;;;;;;;;
PROV1331;Qavati;;;;;;;;;;;;;
PROV1331_adj;Qavati;;;;;;;;;;;;;
PROV1331_desc;Qavati;;;;;;;;;;;;;
tapauq;Tapaçuq;;;;;;;;;;;;;
tapauq_adj;Tapaçuq;;;;;;;;;;;;;
tapauq_desc;Tapaçuq;;;;;;;;;;;;;
c_tapauq;Tapaçuq;;;;;;;;;;;;;
c_tapauq_adj;Tapaçuq;;;;;;;;;;;;;
c_tapauq_desc;Tapaçuq;;;;;;;;;;;;;
PROV1332;Tapaçuq;;;;;;;;;;;;;
PROV1332_adj;Tapaçuq;;;;;;;;;;;;;
PROV1332_desc;Tapaçuq;;;;;;;;;;;;;
talavya;Talavya;;;;;;;;;;;;;
talavya_adj;Talavya;;;;;;;;;;;;;
talavya_desc;Talavya;;;;;;;;;;;;;
c_talavya;Talavya;;;;;;;;;;;;;
c_talavya_adj;Talavya;;;;;;;;;;;;;
c_talavya_desc;Talavya;;;;;;;;;;;;;
PROV1333;Talavya;;;;;;;;;;;;;
PROV1333_adj;Talavya;;;;;;;;;;;;;
PROV1333_desc;Talavya;;;;;;;;;;;;;
atupta;Atupta;;;;;;;;;;;;;
atupta_adj;Atupta;;;;;;;;;;;;;
atupta_desc;Atupta;;;;;;;;;;;;;
c_atupta;Atupta;;;;;;;;;;;;;
c_atupta_adj;Atupta;;;;;;;;;;;;;
c_atupta_desc;Atupta;;;;;;;;;;;;;
PROV1334;Atupta;;;;;;;;;;;;;
PROV1334_adj;Atupta;;;;;;;;;;;;;
PROV1334_desc;Atupta;;;;;;;;;;;;;
kalevi;Kalevi;;;;;;;;;;;;;
kalevi_adj;Kalevi;;;;;;;;;;;;;
kalevi_desc;Kalevi;;;;;;;;;;;;;
c_kalevi;Kalevi;;;;;;;;;;;;;
c_kalevi_adj;Kalevi;;;;;;;;;;;;;
c_kalevi_desc;Kalevi;;;;;;;;;;;;;
PROV1335;Kalevi;;;;;;;;;;;;;
PROV1335_adj;Kalevi;;;;;;;;;;;;;
PROV1335_desc;Kalevi;;;;;;;;;;;;;
wapauq;Wapaçuq;;;;;;;;;;;;;
wapauq_adj;Wapaçuq;;;;;;;;;;;;;
wapauq_desc;Wapaçuq;;;;;;;;;;;;;
c_wapauq;Wapaçuq;;;;;;;;;;;;;
c_wapauq_adj;Wapaçuq;;;;;;;;;;;;;
c_wapauq_desc;Wapaçuq;;;;;;;;;;;;;
PROV1336;Wapaçuq;;;;;;;;;;;;;
PROV1336_adj;Wapaçuq;;;;;;;;;;;;;
PROV1336_desc;Wapaçuq;;;;;;;;;;;;;
ehuitaw;Ehuitaw;;;;;;;;;;;;;
ehuitaw_adj;Ehuitaw;;;;;;;;;;;;;
ehuitaw_desc;Ehuitaw;;;;;;;;;;;;;
c_ehuitaw;Ehuitaw;;;;;;;;;;;;;
c_ehuitaw_adj;Ehuitaw;;;;;;;;;;;;;
